DATAFLOW,FREQ,REF_AREA,DATA_TYPE,ADJUSTMENT,TYPE_ACCOMMODATION,ECON_ACTIVITY_NACE_2007,COUNTRY_RES_GUESTS,LOCALITY_TYPE,URBANIZ_DEGREE,COASTAL_AREA,SIZE_BY_NUMBER_ROOMS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_ADJUSTMENT,NOTE_TYPE_ACCOMMODATION,NOTE_ECON_ACTIVITY_NACE_2007,NOTE_COUNTRY_RES_GUESTS,NOTE_LOCALITY_TYPE,NOTE_URBANIZ_DEGREE,NOTE_COASTAL_AREA,NOTE_SIZE_BY_NUMBER_ROOMS,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-12,2903744,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-01,2230406,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-02,2485330,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-03,2752134,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-04,3639880,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-05,3782014,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-06,5413956,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-07,6129953,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-08,6396669,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-09,4281601,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-10,3616700,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-11,2661348,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2022-12,3376352,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-01,3171798,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-02,2945531,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-03,3285911,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-04,3991638,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-05,3541584,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-06,5199657,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-07,5964255,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-08,6073570,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-09,4429005,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-10,3209588,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-11,2806406,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2023-12,3564123,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-01,5012113,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-02,5383709,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-03,6779476,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-04,7870792,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-05,9066367,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-06,10728751,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-07,11913763,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-08,11817246,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-09,10049088,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-10,7474756,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-11,5126598,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2018-12,5550186,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-01,4868121,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-02,5326391,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-03,6649553,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-04,8196804,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-05,8769341,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-06,11092915,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-07,11784542,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-08,12221964,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-09,10054310,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-10,7918006,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,WORLD,ALL,ALL,ALL,TOT,2019-11,5303915,,,,,,,,,,,,,,,,
