"ITTER107","Territorio","TIPO_DATO7","Indicatori","CORREZ","Correzione","TIPO_ALLOGGIO2","Tipologia di esercizio","ATECO_2007","Ateco 2007","ISO","Paese di residenza dei clienti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-01","Gen-2021",198029,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-02","Feb-2021",241125,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-03","Mar-2021",177241,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-04","Apr-2021",122881,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-05","Mag-2021",444751,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-06","Giu-2021",1076341,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-07","Lug-2021",2025589,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-08","Ago-2021",2480075,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-09","Set-2021",2169965,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-10","Ott-2021",2448976,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-11","Nov-2021",2073611,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2021-12","Dic-2021",1984115,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-01","Gen-2022",1613448,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-02","Feb-2022",2070070,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-03","Mar-2022",2178650,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-04","Apr-2022",2673212,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-05","Mag-2022",2765124,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-06","Giu-2022",3266417,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-07","Lug-2022",3393441,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-08","Ago-2022",3386519,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-09","Set-2022",3373215,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-10","Ott-2022",3367033,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-11","Nov-2022",3328715,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2022-12","Dic-2022",3417916,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-01","Gen-2023",3628585,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-02","Feb-2023",3564304,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-03","Mar-2023",3637594,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-04","Apr-2023",3804705,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-05","Mag-2023",3729309,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-06","Giu-2023",3806895,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-07","Lug-2023",3854811,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-08","Ago-2023",3818050,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-09","Set-2023",3877895,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-10","Ott-2023",3895496,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-11","Nov-2023",3909788,,
"IT","Italia","AR","arrivi ","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WRL_X_ITA","Paesi esteri","2023-12","Dic-2023",3888239,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-01","Gen-2013",2690827,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-02","Feb-2013",2642158,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-03","Mar-2013",3391638,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-04","Apr-2013",4332704,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-05","Mag-2013",8668462,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-06","Giu-2013",14774701,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-07","Lug-2013",28774027,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-08","Ago-2013",34823552,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-09","Set-2013",12367137,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-10","Ott-2013",4478349,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-11","Nov-2013",2308119,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2013-12","Dic-2013",2774593,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-01","Gen-2014",2786993,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-02","Feb-2014",2554495,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-03","Mar-2014",3113206,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-04","Apr-2014",5580935,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-05","Mag-2014",7095200,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-06","Giu-2014",16739344,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-07","Lug-2014",27414950,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-08","Ago-2014",35140016,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-09","Set-2014",12765193,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-10","Ott-2014",4601850,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-11","Nov-2014",2166576,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2014-12","Dic-2014",2870613,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-01","Gen-2015",3045540,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-02","Feb-2015",2969859,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-03","Mar-2015",3342777,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-04","Apr-2015",5363826,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-05","Mag-2015",9652907,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-06","Giu-2015",16013571,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-07","Lug-2015",29054275,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-08","Ago-2015",36113769,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-09","Set-2015",13761289,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-10","Ott-2015",4930951,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-11","Nov-2015",2462945,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2015-12","Dic-2015",3152407,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-01","Gen-2016",3212392,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-02","Feb-2016",3340942,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-03","Mar-2016",4558902,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-04","Apr-2016",5174256,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-05","Mag-2016",10089476,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-06","Giu-2016",15787094,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-07","Lug-2016",29835769,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-08","Ago-2016",36981155,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-09","Set-2016",14411369,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-10","Ott-2016",5801848,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-11","Nov-2016",2667140,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2016-12","Dic-2016",3426557,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-01","Gen-2017",3503011,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-02","Feb-2017",3501027,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-03","Mar-2017",3941114,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-04","Apr-2017",7893746,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-05","Mag-2017",8518406,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-06","Giu-2017",19865420,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-07","Lug-2017",31749981,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-08","Ago-2017",37690701,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-09","Set-2017",15183173,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-10","Ott-2017",6462152,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-11","Nov-2017",3213773,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2017-12","Dic-2017",3973104,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-01","Gen-2018",3784760,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-02","Feb-2018",3844121,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-03","Mar-2018",4949799,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-04","Apr-2018",7448671,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-05","Mag-2018",11967839,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-06","Giu-2018",18468122,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-07","Lug-2018",31698077,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-08","Ago-2018",37052543,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-09","Set-2018",15565982,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-10","Ott-2018",6768876,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-11","Nov-2018",3558522,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2018-12","Dic-2018",4267389,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-01","Gen-2019",4061068,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-02","Feb-2019",4096961,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-03","Mar-2019",5007251,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-04","Apr-2019",8964034,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-05","Mag-2019",9916464,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-06","Giu-2019",21447033,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-07","Lug-2019",32169710,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-08","Ago-2019",37966036,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-09","Set-2019",16213601,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-10","Ott-2019",7696581,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-11","Nov-2019",3793355,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2019-12","Dic-2019",4469280,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2020-01","Gen-2020",4194701,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WORLD","Mondo","2020-02","Feb-2020",4174599,,
